publicid,eventtype,origintime,modificationtime,longitude, latitude, magnitude, depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2018p366338,,2018-05-16T13:05:13.150Z,2018-05-16T13:07:16.212Z,175.6931065,-41.121866,1.46710832,22.109375,M,,NonLinLoc,,automatic,nz3drx,11,11,5,0.1493601962,97.77446821,0.3815873269,0
2018p366326,,2018-05-16T12:58:35.481Z,2018-05-16T13:00:28.912Z,176.0737487,-40.8580915,2.260012015,16.953125,M,,NonLinLoc,,automatic,nz3drx,30,30,18,0.1082355133,91.13136745,0.4409822126,0
2018p366306,,2018-05-16T12:47:58.088Z,2018-05-16T12:49:56.828Z,175.6877868,-39.46447853,1.766683501,17.890625,M,,NonLinLoc,,automatic,nz3drx,27,27,12,0.07642619251,103.1152213,0.5329264803,0
2018p366255,,2018-05-16T12:21:27.591Z,2018-05-16T12:23:19.612Z,178.0596984,-38.54368372,2.626682693,22.109375,M,,NonLinLoc,,automatic,nz3drx,27,27,18,0.1319897036,130.1498046,0.5474307042,0
2018p366140,,2018-05-16T11:19:52.875Z,2018-05-16T11:22:07.063Z,172.8885131,-41.4118245,2.676428248,105.3125,M,,NonLinLoc,,automatic,nz3drx,11,11,3,0.09873422635,62.98401433,0.7299196628,0
2018p365961,,2018-05-16T09:44:23.879Z,2018-05-16T09:46:51.309Z,176.8737699,-36.95322747,2.514110596,89.375,M,,NonLinLoc,,automatic,nz3drx,14,14,6,0.9380955346,214.34934,1.625281909,0
2018p365931,,2018-05-16T09:28:25.324Z,2018-05-16T09:29:26.428Z,176.2312128,-38.32621691,1.47183711,5.1171875,M,,NonLinLoc,,automatic,nz3drx,12,12,7,0.01873411833,94.6377397,0.2273279638,0
2018p365918,,2018-05-16T09:21:18.966Z,2018-05-16T09:22:35.425Z,176.2287614,-38.32197402,2.126107416,7.4609375,M,,NonLinLoc,,automatic,nz3drx,24,24,13,0.01690611732,47.53546364,0.2525325268,0
2018p365917,,2018-05-16T09:20:40.301Z,2018-05-16T09:21:28.285Z,176.2427416,-38.3282392,1.554053765,5.1171875,M,,NonLinLoc,,automatic,nz3drx,10,10,6,0.01710035243,89.28873272,0.2264751778,0
2018p365792,,2018-05-16T08:14:21.107Z,2018-05-16T08:17:33.937Z,176.7278609,-37.88196021,2.549336933,164.375,M,,NonLinLoc,,automatic,nz3drx,51,51,24,0.4745195568,109.7535973,2.247262064,0
2018p365745,,2018-05-16T07:49:17.050Z,2018-05-16T07:51:23.023Z,174.2724679,-41.78795856,1.893695978,20.46875,M,,NonLinLoc,,automatic,nz3drx,10,10,4,0.05693715988,179.4193419,0.4383062686,0
2018p365707,,2018-05-16T07:29:17.715Z,2018-05-16T07:32:07.897Z,178.6197102,-37.7640527,2.221064802,45.3125,M,,NonLinLoc,,automatic,nz3drx,20,20,7,0.1739246377,254.4271221,1.510759644,0
2018p365535,,2018-05-16T05:57:25.243Z,2018-05-16T06:01:34.207Z,177.970333,-39.26966259,3.004496134,24.6875,M,,NonLinLoc,,automatic,nz3drx,59,59,35,0.1230167786,207.9796395,1.056969502,0
2018p365319,,2018-05-16T04:02:09.017Z,2018-05-16T04:04:22.802Z,177.1903672,-37.87463632,2.503146247,52.34375,M,,NonLinLoc,,automatic,nz3drx,28,28,20,0.3901425604,205.0801734,0.6719735289,0
2018p365290,,2018-05-16T03:46:58.689Z,2018-05-16T03:49:24.161Z,178.360978,-37.51619405,2.556180551,28.4375,M,,NonLinLoc,,automatic,nz3drx,20,20,10,0.06654194613,255.9592701,0.9344557887,0
2018p365255,,2018-05-16T03:27:58.257Z,2018-05-16T03:29:39.939Z,177.7325128,-39.20079871,1.953791703,17.65625,M,,NonLinLoc,,automatic,nz3drx,11,11,7,0.1453408885,186.175231,0.4256080332,0
2018p365192,,2018-05-16T02:54:48.167Z,2018-05-16T02:56:49.085Z,175.8573441,-40.63327127,2.14418961,24.453125,M,,NonLinLoc,,automatic,nz3drx,27,27,19,0.1174626008,61.53928984,0.4404520136,0
2018p365179,,2018-05-16T02:47:37.412Z,2018-05-16T02:48:32.946Z,172.6191747,-43.57174483,1.441087815,9.921875,M,,NonLinLoc,,automatic,nz3drx,10,10,2,0.1383540023,118.4008952,0.401689328,0
2018p365136,,2018-05-16T02:24:57.594Z,2018-05-16T02:26:56.307Z,176.0664185,-40.25694141,1.564592243,44.84375,M,,NonLinLoc,,automatic,nz3drx,12,12,6,0.08627815442,72.40367886,0.567350554,0
2018p365127,,2018-05-16T02:20:24.660Z,2018-05-16T02:23:00.573Z,177.1373852,-39.14102961,2.631770536,256.25,M,,NonLinLoc,,automatic,nz3drx,14,14,12,0.2586696253,160.4691234,2.829365053,0
2018p365008,,2018-05-16T01:16:43.963Z,2018-05-16T01:18:48.882Z,175.8357779,-40.43757585,2.153863226,24.453125,M,,NonLinLoc,,automatic,nz3drx,27,27,18,0.06679510501,60.94775454,0.5165337581,0
2018p364964,,2018-05-16T00:52:54.707Z,2018-05-16T00:55:13.478Z,176.5837271,-40.36161146,2.795430304,16.015625,M,,NonLinLoc,,automatic,nz3drx,52,52,37,0.1028651566,175.0412291,0.9144159007,0
2018p364957,,2018-05-16T00:49:29.119Z,2018-05-16T00:52:23.817Z,177.2313869,-37.81592294,2.585247759,44.84375,M,,NonLinLoc,,automatic,nz3drx,35,35,24,0.3753829832,157.354562,0.7783459689,0
2018p364939,,2018-05-16T00:40:25.577Z,2018-05-16T00:42:04.130Z,176.6280255,-39.88047184,1.648876265,23.28125,M,,NonLinLoc,,automatic,nz3drx,15,15,7,0.2115515339,64.85303888,0.7593751869,0
2018p364898,,2018-05-16T00:17:51.490Z,2018-05-16T00:18:52.883Z,175.6524891,-39.30376395,0.951551354,5.1171875,M,,NonLinLoc,,automatic,nz3drx,12,12,4,0.04959370042,75.59842198,0.2286397437,0
2018p364871,earthquake,2018-05-16T00:03:45.736Z,2018-05-16T00:19:29.774Z,175.9677277,-38.3769455,4.257977298,152.0203705,M,,LOCSAT,confirmed,manual,iasp91,118,97,75,0.1150521487,43.02090454,0.4904567901,0
2018p364827,,2018-05-15T23:40:07.222Z,2018-05-15T23:42:42.907Z,177.0075188,-37.8906303,2.431592601,138.125,M,,NonLinLoc,,automatic,nz3drx,39,39,19,0.3760044622,191.6842533,1.792714034,0
2018p364786,,2018-05-15T23:18:55.639Z,2018-05-15T23:21:25.857Z,175.5462506,-39.02249702,2.215991486,118.4375,M,,NonLinLoc,,automatic,nz3drx,34,34,11,0.1516832944,140.478808,1.855765184,0
2018p364771,,2018-05-15T23:10:02.843Z,2018-05-15T23:18:44.527Z,170.8195027,-43.28645735,1.794371942,5.234375,M,,NonLinLoc,,automatic,nz3drx,11,11,3,0.2204441142,81.79194624,0.8139301038,0
2018p364688,,2018-05-15T22:25:56.237Z,2018-05-15T22:28:19.689Z,176.8316546,-39.7199681,1.898757701,36.40625,M,,NonLinLoc,,automatic,nz3drx,14,14,9,0.0819338614,85.32542096,0.4247543486,0
2018p364673,,2018-05-15T22:17:51.180Z,2018-05-15T22:20:15.630Z,176.8888906,-38.90515943,2.178577924,40.15625,M,,NonLinLoc,,automatic,nz3drx,28,28,19,0.0634081761,45.93081195,0.4743245721,0
2018p364669,,2018-05-15T22:16:06.631Z,2018-05-15T22:18:49.619Z,175.9553398,-38.2847866,2.776104583,168.125,M,,NonLinLoc,,automatic,nz3drx,35,35,18,0.6465956555,121.1592531,1.740212792,0
2018p364657,,2018-05-15T22:09:31.363Z,2018-05-15T22:11:03.785Z,176.5401039,-40.31864065,1.651942409,13.671875,M,,NonLinLoc,,automatic,nz3drx,14,14,7,0.08994826193,157.4014439,0.4372638668,0
2018p364648,,2018-05-15T22:04:38.980Z,2018-05-15T22:07:44.147Z,177.3945589,-38.73817817,2.823177759,30.078125,M,,NonLinLoc,,automatic,nz3drx,54,54,36,0.06217244885,52.79214232,0.7081920434,0
2018p364616,,2018-05-15T21:47:34.174Z,2018-05-15T21:49:17.369Z,174.6410771,-41.26417767,1.678360354,25.859375,M,,NonLinLoc,,automatic,nz3drx,14,14,6,0.09737621479,121.7551566,0.3176029238,0
2018p364597,,2018-05-15T21:37:47.744Z,2018-05-15T21:40:05.972Z,176.6103565,-40.14908972,2.04035446,19.296875,M,,NonLinLoc,,automatic,nz3drx,26,26,17,0.1198030231,113.8955722,0.5986918129,0
2018p364590,,2018-05-15T21:33:57.136Z,2018-05-15T21:35:40.282Z,175.6887086,-39.48117916,1.385655879,18.828125,M,,NonLinLoc,,automatic,nz3drx,17,17,8,0.08925593093,101.7505141,0.2366567472,0
2018p364588,,2018-05-15T21:32:59.503Z,2018-05-15T21:34:24.903Z,176.5169151,-40.30961299,1.490061706,9.921875,M,,NonLinLoc,,automatic,nz3drx,10,10,6,0.1006845629,128.3667174,0.1115848038,0
2018p364575,,2018-05-15T21:26:11.139Z,2018-05-15T21:29:53.529Z,175.6085574,-38.42748641,2.37620299,143.75,M,,NonLinLoc,,automatic,nz3drx,25,25,14,0.9843713733,120.4455561,1.365036404,0
2018p364557,,2018-05-15T21:16:15.429Z,2018-05-16T01:02:25.616Z,176.0047431,-38.56304664,3.371314224,139.0625,M,,NonLinLoc,,automatic,nz3drx,113,113,77,0.2617330149,30.00777648,1.299924378,0
2018p364548,,2018-05-15T21:11:34.053Z,2018-05-15T21:13:31.788Z,177.7444591,-39.23197937,2.437035146,19.765625,M,,NonLinLoc,,automatic,nz3drx,27,27,18,0.1515020821,171.0835745,0.6240061984,0
2018p364496,,2018-05-15T20:43:41.978Z,2018-05-15T20:45:04.949Z,176.0725057,-39.36946168,1.831675741,36.640625,M,,NonLinLoc,,automatic,nz3drx,25,25,13,0.1203573705,75.6601819,0.436630555,0
2018p364491,,2018-05-15T20:41:04.480Z,2018-05-15T20:43:41.618Z,175.8112953,-39.48072944,2.673224066,29.375,M,,NonLinLoc,,automatic,nz3drx,21,21,15,0.8554464902,174.2413014,2.167766388,0
2018p364486,,2018-05-15T20:38:26.297Z,2018-05-15T20:41:09.769Z,174.4724443,-40.66784591,2.695793028,145.625,M,,NonLinLoc,,automatic,nz3drx,26,26,14,0.4409539853,150.7785529,2.148573533,0
2018p364485,,2018-05-15T20:37:42.046Z,2018-05-15T20:40:06.442Z,176.5245432,-40.05318191,2.419576914,39.453125,M,,NonLinLoc,,automatic,nz3drx,35,35,22,0.06644354947,75.1671444,0.9507819783,0
2018p364466,earthquake,2018-05-15T20:27:52.083Z,2018-05-15T20:51:39.342Z,177.810379,-39.27508163,3.47860744,22.06038094,M,,LOCSAT,confirmed,manual,iasp91,39,27,20,0.143544808,107.0522041,0.4868486402,0
2018p364404,,2018-05-15T19:54:50.628Z,2018-05-15T19:58:09.573Z,170.818466,-43.29144044,3.300388517,7.109375,M,,NonLinLoc,,automatic,nz3drx,38,38,24,0.2250230194,77.11781119,1.194200438,0
2018p364377,,2018-05-15T19:40:14.642Z,2018-05-15T19:42:44.594Z,175.673528,-39.04972526,2.007808397,85.625,M,,NonLinLoc,,automatic,nz3drx,19,19,7,0.2867692547,188.3198422,1.231236325,0
2018p364376,,2018-05-15T19:39:56.958Z,2018-05-15T19:42:13.524Z,177.9832098,-37.96084038,2.197774451,59.375,M,,NonLinLoc,,automatic,nz3drx,15,15,9,0.2162771593,198.545837,1.371085241,0
2018p364303,,2018-05-15T19:01:03.754Z,2018-05-15T19:03:01.750Z,176.3312006,-39.06479174,1.811914005,39.21875,M,,NonLinLoc,,automatic,nz3drx,17,17,11,0.1585450332,81.59892568,0.5994709078,0
2018p364288,,2018-05-15T18:53:07.466Z,2018-05-15T18:54:23.605Z,175.8648227,-40.62182467,1.573208176,26.796875,M,,NonLinLoc,,automatic,nz3drx,17,17,10,0.1055062982,84.27825975,0.1789997586,0
2018p364229,,2018-05-15T18:21:16.529Z,2018-05-15T18:23:15.637Z,173.5756252,-41.578948,1.860010191,62.1875,M,,NonLinLoc,,automatic,nz3drx,10,10,4,0.2622622049,95.41853747,0.389925359,0
2018p364111,,2018-05-15T17:18:46.656Z,2018-05-15T17:21:01.451Z,176.790795,-39.79289056,2.11420693,36.171875,M,,NonLinLoc,,automatic,nz3drx,33,33,18,0.06539453802,76.8715128,0.5870975833,0
2018p363937,,2018-05-15T15:45:56.621Z,2018-05-15T15:47:35.784Z,177.205007,-38.13336063,1.744407237,47.1875,M,,NonLinLoc,,automatic,nz3drx,15,15,6,0.1504000302,125.1880125,1.066920212,0
2018p363927,,2018-05-15T15:40:48.691Z,2018-05-15T15:42:20.787Z,176.2876454,-38.97845348,1.397183978,69.6875,M,,NonLinLoc,,automatic,nz3drx,16,16,6,0.1793674116,92.46842808,1.151896995,0
2018p363897,,2018-05-15T15:24:29.132Z,2018-05-15T15:26:21.153Z,176.5281725,-39.67163157,2.005943175,18.359375,M,,NonLinLoc,,automatic,nz3drx,37,37,20,0.1236437929,53.33627808,0.5076274789,0
2018p363898,,2018-05-15T15:24:25.281Z,2018-05-15T15:26:31.641Z,170.2553246,-43.54939949,1.931400372,5.234375,M,,NonLinLoc,,automatic,nz3drx,12,12,5,0.2375502714,97.99253178,0.7169839069,0
2018p363802,,2018-05-15T14:33:44.456Z,2018-05-15T14:35:44.969Z,173.5933069,-42.28535758,2.569349924,26.09375,M,,NonLinLoc,,automatic,nz3drx,10,10,3,0.1368993897,180.0022948,0.4479238221,0
2018p363704,,2018-05-15T13:41:29.791Z,2018-05-15T13:44:21.595Z,174.149266,-40.7966802,3.401699066,64.53125,M,,NonLinLoc,,automatic,nz3drx,119,119,78,0.1729720708,83.50522505,1.048541955,0
2018p363680,,2018-05-15T13:28:55.984Z,2018-05-15T13:29:48.454Z,175.7082758,-39.03286261,0.9805962581,7.9296875,M,,NonLinLoc,,automatic,nz3drx,14,14,7,0.0568136525,122.9932108,0.5532327112,0
2018p363657,,2018-05-15T13:16:45.739Z,2018-05-15T13:17:53.729Z,177.9930957,-37.94865358,1.718730652,26.796875,M,,NonLinLoc,,automatic,nz3drx,11,11,6,0.1104863313,73.900797,0.2609756256,0
2018p363611,,2018-05-15T12:52:14.863Z,2018-05-15T12:54:37.568Z,176.6652248,-39.92492305,1.938672333,39.21875,M,,NonLinLoc,,automatic,nz3drx,27,27,13,0.1814588537,73.9621909,0.5822855021,0
2018p363531,,2018-05-15T12:09:25.953Z,2018-05-15T12:11:50.250Z,167.6193603,-45.21870879,2.797975388,86.5625,M,,NonLinLoc,,automatic,nz3drx,21,21,6,0.3900014074,147.0714339,1.125907426,0
2018p363475,,2018-05-15T11:39:45.327Z,2018-05-15T11:42:06.040Z,176.3710839,-38.45428997,1.829283699,120.3125,M,,NonLinLoc,,automatic,nz3drx,28,28,10,0.3799627838,206.0515114,1.459359219,0
2018p363463,,2018-05-15T11:33:17.620Z,2018-05-15T11:35:34.870Z,173.5349806,-42.26029687,2.494221149,24.21875,M,,NonLinLoc,,automatic,nz3drx,22,22,10,0.1556852714,125.7774909,0.7228389809,0
2018p363449,,2018-05-15T11:25:37.835Z,2018-05-15T11:27:43.178Z,170.0098517,-44.07980865,2.123670523,6.40625,M,,NonLinLoc,,automatic,nz3drx,14,14,5,0.3359225229,73.2527289,0.9075008281,0
2018p363441,,2018-05-15T11:21:38.115Z,2018-05-15T11:24:25.910Z,175.9736396,-38.7254665,1.982908434,115.625,M,,NonLinLoc,,automatic,nz3drx,28,28,6,0.3585005641,203.6926163,1.727487927,0
2018p363403,,2018-05-15T11:01:09.764Z,2018-05-15T11:03:05.044Z,177.101723,-38.652974,1.576133803,8.6328125,M,,NonLinLoc,,automatic,nz3drx,15,15,7,0.09995754975,67.49243326,0.4764394947,0
2018p363325,,2018-05-15T10:20:02.246Z,2018-05-15T10:23:04.580Z,174.8084344,-40.41517445,3.281354748,49.765625,M,,NonLinLoc,,automatic,nz3drx,111,111,70,0.4436783213,68.45894232,0.8696013177,0
2018p363274,,2018-05-15T09:52:34.043Z,2018-05-15T09:54:29.858Z,175.3478543,-39.64509344,1.903035179,44.84375,M,,NonLinLoc,,automatic,nz3drx,37,37,18,0.2777107581,70.99591524,0.4879175192,0
2018p363118,,2018-05-15T08:29:34.015Z,2018-05-15T08:32:12.198Z,174.6089966,-41.25238751,2.54196261,241.25,M,,NonLinLoc,,automatic,nz3drx,20,20,6,0.5333674927,159.1202461,3.059900715,0
2018p363053,,2018-05-15T07:55:00.563Z,2018-05-15T07:57:19.426Z,174.5238606,-39.62515003,2.125045254,88.4375,M,,NonLinLoc,,automatic,nz3drx,13,13,7,0.4805442103,95.16694583,0.9841563505,0
2018p363029,,2018-05-15T07:42:04.508Z,2018-05-15T07:43:57.334Z,176.6265557,-40.30289808,1.620799501,14.140625,M,,NonLinLoc,,automatic,nz3drx,13,13,7,0.03566935547,182.2548542,0.2065127647,0
2018p363012,,2018-05-15T07:33:20.967Z,2018-05-15T08:18:27.380Z,177.7001193,-39.00907525,1.801813015,18.359375,M,,NonLinLoc,,automatic,nz3drx,14,14,9,0.02614647074,103.0019461,0.3101457932,0
2018p362971,,2018-05-15T07:11:15.154Z,2018-05-15T07:13:18.538Z,173.5627664,-42.39794648,2.435375178,10.15625,M,,NonLinLoc,,automatic,nz3drx,16,16,5,0.02525373347,169.8088035,0.6430229192,0
2018p362879,,2018-05-15T06:22:07.953Z,2018-05-15T06:23:14.189Z,177.0329673,-38.32134401,1.401341949,54.6875,M,,NonLinLoc,,automatic,nz3drx,10,10,4,0.0878747774,172.8585289,0.8352853216,0
2018p362866,,2018-05-15T06:15:28.818Z,2018-05-15T06:17:20.739Z,177.3247358,-39.17089463,2.133976415,23.046875,M,,NonLinLoc,,automatic,nz3drx,22,22,14,0.1148865392,153.3348427,0.3458687147,0
2018p362864,,2018-05-15T06:14:22.670Z,2018-05-15T06:16:52.600Z,167.5450571,-45.65682452,2.90238224,5.46875,M,,NonLinLoc,,automatic,nz3drx,13,13,6,0.3451758038,75.70384909,0.6764250304,0
2018p362862,,2018-05-15T06:13:12.281Z,2018-05-15T06:15:35.282Z,176.4823327,-38.4077103,1.936424337,51.875,M,,NonLinLoc,,automatic,nz3drx,23,23,7,0.2330999495,191.2565175,1.514673937,0
2018p362800,,2018-05-15T05:39:58.539Z,2018-05-15T05:41:39.296Z,170.8090152,-43.2911695,1.979017644,5.234375,M,,NonLinLoc,,automatic,nz3drx,10,10,3,0.2228668601,78.91346703,0.7637880312,0
2018p362787,,2018-05-15T05:33:15.775Z,2018-05-15T07:40:43.493Z,177.7851523,-37.951377,1.730314923,54.6875,M,,NonLinLoc,,automatic,nz3drx,12,12,7,0.08704192544,88.2634833,0.55754999,0
2018p362774,,2018-05-15T05:26:06.861Z,2018-05-15T05:27:21.954Z,176.6988401,-39.89260555,1.515761498,25.15625,M,,NonLinLoc,,automatic,nz3drx,10,10,7,0.170215723,84.17509297,0.2488485085,0
2018p362662,,2018-05-15T04:26:25.637Z,2018-05-15T04:28:08.468Z,175.0281679,-37.1170666,1.295452275,11.09375,M,,NonLinLoc,,automatic,nz3drx,10,10,7,0.1069835313,116.9992144,0.6644927678,0
2018p362613,,2018-05-15T04:00:36.752Z,2018-05-15T04:02:24.720Z,177.0682461,-39.46384703,1.819728933,40.15625,M,,NonLinLoc,,automatic,nz3drx,14,14,5,0.2061114581,162.4061613,0.5852793788,0
2018p362444,,2018-05-15T02:30:32.212Z,2018-05-15T02:33:01.569Z,177.3172155,-37.83358163,2.164392333,119.375,M,,NonLinLoc,,automatic,nz3drx,23,23,11,0.3070838433,206.0346758,1.399614566,0
2018p362375,,2018-05-15T01:53:33.716Z,2018-05-15T01:56:01.493Z,176.2491983,-38.38719697,2.310063501,145.625,M,,NonLinLoc,,automatic,nz3drx,21,21,8,0.6080568393,206.024896,1.469684653,0
2018p362245,earthquake,2018-05-15T00:44:11.539Z,2018-05-15T01:54:35.256Z,174.2147522,-41.7623024,4.0782966,9.006388664,M,,LOCSAT,confirmed,manual,iasp91,32,18,14,0.2580932975,140.9368286,0.6027627233,0
2018p362239,,2018-05-15T00:41:18.828Z,2018-05-15T00:43:19.954Z,174.299005,-40.68936487,1.990127465,48.125,M,,NonLinLoc,,automatic,nz3drx,12,12,6,0.309527405,118.953923,0.717756868,0
2018p362201,,2018-05-15T00:21:18.564Z,2018-05-15T00:23:13.399Z,175.8795551,-40.45138829,1.324764436,26.09375,M,,NonLinLoc,,automatic,nz3drx,12,12,7,0.1012349684,74.41010211,0.3355902237,0
2018p362199,,2018-05-15T00:20:08.922Z,2018-05-15T00:21:19.809Z,176.0904147,-39.04077573,1.307233103,19.53125,M,,NonLinLoc,,automatic,nz3drx,14,14,2,0.3114133053,150.5979847,0.5344892049,0
2018p362194,,2018-05-15T00:17:18.250Z,2018-05-15T00:19:28.034Z,171.7280764,-41.92705548,2.475664959,12.96875,M,,NonLinLoc,,automatic,nz3drx,11,11,6,0.1882221268,156.3590135,0.7701486479,0
2018p362184,,2018-05-15T00:11:43.678Z,2018-05-15T00:14:16.600Z,170.818466,-43.29144044,2.753761124,6.171875,M,,NonLinLoc,,automatic,nz3drx,25,25,9,0.2250230194,77.11781119,0.8011116253,0
2018p362151,earthquake,2018-05-14T23:54:18.398Z,2018-05-15T01:56:10.953Z,174.2236786,-41.77553177,3.449291908,12.32481384,M,,LOCSAT,confirmed,manual,iasp91,31,21,17,0.267318815,140.6960449,0.7922719542,0
2018p362030,,2018-05-14T22:50:05.783Z,2018-05-14T22:51:16.351Z,175.827528,-39.59292169,1.394274564,5.46875,M,,NonLinLoc,,automatic,nz3drx,13,13,5,0.1915191799,167.9639843,1.39848192,0
2018p362028,,2018-05-14T22:48:36.844Z,2018-05-14T22:50:25.356Z,175.7339839,-39.47755077,0.9352616609,16.953125,M,,NonLinLoc,,automatic,nz3drx,16,16,5,0.07104782163,75.69765312,1.148284544,0
2018p361986,,2018-05-14T22:26:29.679Z,2018-05-14T22:28:10.514Z,177.1709577,-37.60742623,2.34635841,5.46875,M,,NonLinLoc,,automatic,nz3drx,10,10,4,0.08109222089,121.752657,0.5742735064,0
2018p361955,,2018-05-14T22:10:10.303Z,2018-05-14T22:12:15.074Z,174.9432127,-40.06980739,2.075998675,30.78125,M,,NonLinLoc,,automatic,nz3drx,33,33,14,0.3157558563,139.9664967,0.6527495354,0
2018p361900,,2018-05-14T21:40:34.377Z,2018-05-14T21:43:49.855Z,167.3297061,-45.22404946,2.830775137,34.0625,M,,NonLinLoc,,automatic,nz3drx,17,17,6,0.2647263531,191.277513,0.543140549,0
2018p361858,,2018-05-14T21:18:26.217Z,2018-05-14T21:20:47.872Z,176.1077764,-40.00980894,2.808721496,111.875,M,,NonLinLoc,,automatic,nz3drx,14,14,6,0.6763539392,125.0592166,1.177388139,0
2018p361694,,2018-05-14T19:50:47.533Z,2018-05-14T19:52:36.334Z,176.374578,-40.2053451,2.043839084,39.921875,M,,NonLinLoc,,automatic,nz3drx,33,33,19,0.1499090897,57.69070655,0.6093034211,0
2018p361668,,2018-05-14T19:36:52.556Z,2018-05-14T19:39:21.912Z,175.8807879,-38.61258712,2.383659319,144.6875,M,,NonLinLoc,,automatic,nz3drx,46,46,20,0.4663811648,126.9824983,1.53983065,0
2018p361569,,2018-05-14T18:44:03.225Z,2018-05-14T18:46:32.467Z,178.2675891,-37.51994814,2.679882556,17.1875,M,,NonLinLoc,,automatic,nz3drx,24,24,13,0.0521761356,227.9623085,0.8165258527,0
2018p361534,,2018-05-14T18:26:35.865Z,2018-05-14T18:28:53.935Z,172.5158117,-42.55952295,2.894765448,160.625,M,,NonLinLoc,,automatic,nz3drx,11,11,4,0.286125629,68.46081478,1.95313464,0
